ensembl_gene_id,gene_biotype,gene
ENSG00000056586,protein_coding,RC3H2
ENSG00000056736,protein_coding,IL17RB
ENSG00000056972,protein_coding,TRAF3IP2
ENSG00000056998,protein_coding,GYG2
ENSG00000057019,protein_coding,DCBLD2
ENSG00000057252,protein_coding,SOAT1
ENSG00000057294,protein_coding,PKP2
ENSG00000057468,protein_coding,MSH4
ENSG00000057608,protein_coding,GDI2
ENSG00000057657,protein_coding,PRDM1
ENSG00000057663,protein_coding,ATG5
ENSG00000057704,protein_coding,TMCC3
ENSG00000057757,protein_coding,PITHD1
ENSG00000057935,protein_coding,MTA3
ENSG00000058056,protein_coding,USP13
ENSG00000058063,protein_coding,ATP11B
ENSG00000058091,protein_coding,CDK14
ENSG00000058262,protein_coding,SEC61A1
ENSG00000058272,protein_coding,PPP1R12A
ENSG00000058335,protein_coding,RASGRF1
ENSG00000058404,protein_coding,CAMK2B
ENSG00000058453,protein_coding,CROCC
ENSG00000058600,protein_coding,POLR3E
ENSG00000058668,protein_coding,ATP2B4
ENSG00000058673,protein_coding,ZC3H11A
ENSG00000058729,protein_coding,RIOK2
ENSG00000058799,protein_coding,YIPF1
ENSG00000058804,protein_coding,NDC1
ENSG00000058866,protein_coding,DGKG
ENSG00000059122,protein_coding,FLYWCH1
ENSG00000059145,protein_coding,UNKL
ENSG00000059377,protein_coding,TBXAS1
ENSG00000059378,protein_coding,PARP12
ENSG00000059573,protein_coding,ALDH18A1
ENSG00000059588,protein_coding,TARBP1
ENSG00000059691,protein_coding,GATB
ENSG00000059728,protein_coding,MXD1
ENSG00000059758,protein_coding,CDK17
ENSG00000059804,protein_coding,SLC2A3
ENSG00000059915,protein_coding,PSD
ENSG00000060069,protein_coding,CTDP1
ENSG00000060138,protein_coding,YBX3
ENSG00000060140,protein_coding,STYK1
ENSG00000060237,protein_coding,WNK1
ENSG00000060339,protein_coding,CCAR1
ENSG00000060491,protein_coding,OGFR
ENSG00000060558,protein_coding,GNA15
ENSG00000060642,protein_coding,PIGV
ENSG00000060656,protein_coding,PTPRU
ENSG00000060688,protein_coding,SNRNP40
ENSG00000060709,protein_coding,RIMBP2
ENSG00000060718,protein_coding,COL11A1
ENSG00000060749,protein_coding,QSER1
ENSG00000060762,protein_coding,MPC1
ENSG00000060971,protein_coding,ACAA1
ENSG00000060982,protein_coding,BCAT1
ENSG00000061273,protein_coding,HDAC7
ENSG00000061337,protein_coding,LZTS1
ENSG00000061455,protein_coding,PRDM6
ENSG00000061492,protein_coding,WNT8A
ENSG00000061676,protein_coding,NCKAP1
ENSG00000061794,protein_coding,MRPS35
ENSG00000061918,protein_coding,GUCY1B1
ENSG00000061936,protein_coding,SFSWAP
ENSG00000061938,protein_coding,TNK2
ENSG00000061987,protein_coding,MON2
ENSG00000062038,protein_coding,CDH3
ENSG00000062096,protein_coding,ARSF
ENSG00000062194,protein_coding,GPBP1
ENSG00000062282,protein_coding,DGAT2
ENSG00000062370,protein_coding,ZNF112
ENSG00000062485,protein_coding,CS
ENSG00000062524,protein_coding,LTK
ENSG00000062598,protein_coding,ELMO2
ENSG00000062650,protein_coding,WAPL
ENSG00000062716,protein_coding,VMP1
ENSG00000062725,protein_coding,APPBP2
ENSG00000063015,protein_coding,SEZ6
ENSG00000063046,protein_coding,EIF4B
ENSG00000063127,protein_coding,SLC6A16
ENSG00000063176,protein_coding,SPHK2
ENSG00000063177,protein_coding,RPL18
ENSG00000063180,protein_coding,CA11
ENSG00000063241,protein_coding,ISOC2
ENSG00000063244,protein_coding,U2AF2
ENSG00000063245,protein_coding,EPN1
ENSG00000063322,protein_coding,MED29
ENSG00000063438,protein_coding,AHRR
ENSG00000063587,protein_coding,ZNF275
ENSG00000063601,protein_coding,MTMR1
ENSG00000063660,protein_coding,GPC1
ENSG00000063761,protein_coding,ADCK1
ENSG00000063854,protein_coding,HAGH
ENSG00000063978,protein_coding,RNF4
ENSG00000064012,protein_coding,CASP8
ENSG00000064042,protein_coding,LIMCH1
ENSG00000064102,protein_coding,INTS13
ENSG00000064115,protein_coding,TM7SF3
ENSG00000064199,protein_coding,SPA17
ENSG00000064205,protein_coding,CCN5
ENSG00000064225,protein_coding,ST3GAL6
ENSG00000064270,protein_coding,ATP2C2
ENSG00000064300,protein_coding,NGFR
ENSG00000064309,protein_coding,CDON
ENSG00000064313,protein_coding,TAF2
ENSG00000064393,protein_coding,HIPK2
ENSG00000064419,protein_coding,TNPO3
ENSG00000064490,protein_coding,RFXANK
ENSG00000064545,protein_coding,TMEM161A
ENSG00000064601,protein_coding,CTSA
ENSG00000064607,protein_coding,SUGP2
ENSG00000064651,protein_coding,SLC12A2
ENSG00000064652,protein_coding,SNX24
ENSG00000064655,protein_coding,EYA2
ENSG00000064666,protein_coding,CNN2
ENSG00000064687,protein_coding,ABCA7
ENSG00000064692,protein_coding,SNCAIP
ENSG00000064703,protein_coding,DDX20
ENSG00000064726,protein_coding,BTBD1
ENSG00000064763,protein_coding,FAR2
ENSG00000064787,protein_coding,BCAS1
ENSG00000064932,protein_coding,SBNO2
ENSG00000064933,protein_coding,PMS1
ENSG00000064961,protein_coding,HMG20B
ENSG00000064989,protein_coding,CALCRL
ENSG00000064995,protein_coding,TAF11
ENSG00000064999,protein_coding,ANKS1A
ENSG00000065000,protein_coding,AP3D1
ENSG00000065029,protein_coding,ZNF76
ENSG00000065054,protein_coding,SLC9A3R2
ENSG00000065057,protein_coding,NTHL1
ENSG00000065060,protein_coding,UHRF1BP1
ENSG00000065135,protein_coding,GNAI3
ENSG00000065150,protein_coding,IPO5
ENSG00000065154,protein_coding,OAT
ENSG00000065183,protein_coding,WDR3
ENSG00000065243,protein_coding,PKN2
ENSG00000065268,protein_coding,WDR18
ENSG00000065308,protein_coding,TRAM2
ENSG00000065320,protein_coding,NTN1
ENSG00000065325,protein_coding,GLP2R
ENSG00000065357,protein_coding,DGKA
ENSG00000065361,protein_coding,ERBB3
ENSG00000065413,protein_coding,ANKRD44
ENSG00000065427,protein_coding,KARS
ENSG00000065457,protein_coding,ADAT1
ENSG00000065485,protein_coding,PDIA5
ENSG00000065491,protein_coding,TBC1D22B
ENSG00000065518,protein_coding,NDUFB4
ENSG00000065526,protein_coding,SPEN
ENSG00000065534,protein_coding,MYLK
ENSG00000065548,protein_coding,ZC3H15
ENSG00000065559,protein_coding,MAP2K4
ENSG00000065600,protein_coding,PACC1
ENSG00000065609,protein_coding,SNAP91
ENSG00000065613,protein_coding,SLK
ENSG00000065615,protein_coding,CYB5R4
ENSG00000065621,protein_coding,GSTO2
ENSG00000065665,protein_coding,SEC61A2
ENSG00000065675,protein_coding,PRKCQ
ENSG00000065717,protein_coding,TLE2
ENSG00000065802,protein_coding,ASB1
ENSG00000065809,protein_coding,FAM107B
ENSG00000065833,protein_coding,ME1
ENSG00000065882,protein_coding,TBC1D1
ENSG00000065883,protein_coding,CDK13
ENSG00000065911,protein_coding,MTHFD2
ENSG00000065923,protein_coding,SLC9A7
ENSG00000065970,protein_coding,FOXJ2
ENSG00000065978,protein_coding,YBX1
ENSG00000065989,protein_coding,PDE4A
ENSG00000066027,protein_coding,PPP2R5A
ENSG00000066032,protein_coding,CTNNA2
ENSG00000066044,protein_coding,ELAVL1
ENSG00000066056,protein_coding,TIE1
ENSG00000066084,protein_coding,DIP2B
ENSG00000066117,protein_coding,SMARCD1
ENSG00000066135,protein_coding,KDM4A
ENSG00000066136,protein_coding,NFYC
ENSG00000066185,protein_coding,ZMYND12
ENSG00000066248,protein_coding,NGEF
ENSG00000066279,protein_coding,ASPM
ENSG00000066294,protein_coding,CD84
ENSG00000066322,protein_coding,ELOVL1
ENSG00000066336,protein_coding,SPI1
ENSG00000066379,protein_coding,ZNRD1
ENSG00000066382,protein_coding,MPPED2
ENSG00000066422,protein_coding,ZBTB11
ENSG00000066427,protein_coding,ATXN3
ENSG00000066455,protein_coding,GOLGA5
ENSG00000066468,protein_coding,FGFR2
ENSG00000066557,protein_coding,LRRC40
ENSG00000066583,protein_coding,ISOC1
ENSG00000066629,protein_coding,EML1
ENSG00000066651,protein_coding,TRMT11
ENSG00000066654,protein_coding,THUMPD1
ENSG00000066697,protein_coding,MSANTD3
ENSG00000066739,protein_coding,ATG2B
ENSG00000066777,protein_coding,ARFGEF1
ENSG00000066827,protein_coding,ZFAT
ENSG00000066855,protein_coding,MTFR1
ENSG00000066923,protein_coding,STAG3
ENSG00000066926,protein_coding,FECH
ENSG00000066933,protein_coding,MYO9A
ENSG00000067048,protein_coding,DDX3Y
ENSG00000067057,protein_coding,PFKP
ENSG00000067064,protein_coding,IDI1
ENSG00000067066,protein_coding,SP100
ENSG00000067082,protein_coding,KLF6
ENSG00000067113,protein_coding,PLPP1
ENSG00000067141,protein_coding,NEO1
ENSG00000067167,protein_coding,TRAM1
ENSG00000067177,protein_coding,PHKA1
ENSG00000067182,protein_coding,TNFRSF1A
ENSG00000067191,protein_coding,CACNB1
ENSG00000067208,protein_coding,EVI5
ENSG00000067221,protein_coding,STOML1
ENSG00000067225,protein_coding,PKM
ENSG00000067248,protein_coding,DHX29
ENSG00000067334,protein_coding,DNTTIP2
ENSG00000067365,protein_coding,METTL22
ENSG00000067369,protein_coding,TP53BP1
ENSG00000067445,protein_coding,TRO
ENSG00000067533,protein_coding,RRP15
ENSG00000067560,protein_coding,RHOA
ENSG00000067596,protein_coding,DHX8
ENSG00000067606,protein_coding,PRKCZ
ENSG00000067646,protein_coding,ZFY
ENSG00000067704,protein_coding,IARS2
ENSG00000067715,protein_coding,SYT1
ENSG00000067798,protein_coding,NAV3
ENSG00000067829,protein_coding,IDH3G
ENSG00000067836,protein_coding,ROGDI
ENSG00000067840,protein_coding,PDZD4
ENSG00000067842,protein_coding,ATP2B3
ENSG00000067900,protein_coding,ROCK1
ENSG00000067955,protein_coding,CBFB
ENSG00000067992,protein_coding,PDK3
ENSG00000068001,protein_coding,HYAL2
ENSG00000068024,protein_coding,HDAC4
ENSG00000068028,protein_coding,RASSF1
ENSG00000068078,protein_coding,FGFR3
ENSG00000068079,protein_coding,IFI35
ENSG00000068097,protein_coding,HEATR6
ENSG00000068120,protein_coding,COASY
ENSG00000068137,protein_coding,PLEKHH3
ENSG00000068305,protein_coding,MEF2A
ENSG00000068308,protein_coding,OTUD5
ENSG00000068323,protein_coding,TFE3
ENSG00000068354,protein_coding,TBC1D25
ENSG00000068366,protein_coding,ACSL4
ENSG00000068383,protein_coding,INPP5A
ENSG00000068394,protein_coding,GPKOW
ENSG00000068400,protein_coding,GRIPAP1
ENSG00000068438,protein_coding,FTSJ1
ENSG00000068489,protein_coding,PRR11
ENSG00000068615,protein_coding,REEP1
ENSG00000068650,protein_coding,ATP11A
ENSG00000068654,protein_coding,POLR1A
ENSG00000068697,protein_coding,LAPTM4A
ENSG00000068724,protein_coding,TTC7A
ENSG00000068745,protein_coding,IP6K2
ENSG00000068781,protein_coding,STON1-GTF2A1L
ENSG00000068784,protein_coding,SRBD1
ENSG00000068796,protein_coding,KIF2A
ENSG00000068831,protein_coding,RASGRP2
ENSG00000068878,protein_coding,PSME4
ENSG00000068903,protein_coding,SIRT2
ENSG00000068912,protein_coding,ERLEC1
ENSG00000068971,protein_coding,PPP2R5B
ENSG00000068976,protein_coding,PYGM
ENSG00000069018,protein_coding,TRPC7
ENSG00000069020,protein_coding,MAST4
ENSG00000069122,protein_coding,ADGRF5
ENSG00000069188,protein_coding,SDK2
ENSG00000069206,protein_coding,ADAM7
ENSG00000069248,protein_coding,NUP133
ENSG00000069275,protein_coding,NUCKS1
ENSG00000069329,protein_coding,VPS35
ENSG00000069345,protein_coding,DNAJA2
ENSG00000069399,protein_coding,BCL3
ENSG00000069424,protein_coding,KCNAB2
ENSG00000069431,protein_coding,ABCC9
ENSG00000069482,protein_coding,GAL
ENSG00000069493,protein_coding,CLEC2D
ENSG00000069509,protein_coding,FUNDC1
ENSG00000069535,protein_coding,MAOB
ENSG00000069667,protein_coding,RORA
ENSG00000069696,protein_coding,DRD4
ENSG00000069702,protein_coding,TGFBR3
ENSG00000069849,protein_coding,ATP1B3
ENSG00000069869,protein_coding,NEDD4
ENSG00000069943,protein_coding,PIGB
ENSG00000069956,protein_coding,MAPK6
ENSG00000069966,protein_coding,GNB5
ENSG00000069974,protein_coding,RAB27A
ENSG00000069998,protein_coding,HDHD5
ENSG00000070010,protein_coding,UFD1
ENSG00000070018,protein_coding,LRP6
ENSG00000070019,protein_coding,GUCY2C
ENSG00000070047,protein_coding,PHRF1
ENSG00000070061,protein_coding,ELP1
ENSG00000070081,protein_coding,NUCB2
ENSG00000070087,protein_coding,PFN2
ENSG00000070159,protein_coding,PTPN3
ENSG00000070182,protein_coding,SPTB
ENSG00000070193,protein_coding,FGF10
ENSG00000070214,protein_coding,SLC44A1
ENSG00000070269,protein_coding,TMEM260
ENSG00000070366,protein_coding,SMG6
ENSG00000070367,protein_coding,EXOC5
ENSG00000070371,protein_coding,CLTCL1
ENSG00000070388,protein_coding,FGF22
ENSG00000070404,protein_coding,FSTL3
ENSG00000070413,protein_coding,DGCR2
ENSG00000070423,protein_coding,RNF126
ENSG00000070444,protein_coding,MNT
ENSG00000070476,protein_coding,ZXDC
ENSG00000070495,protein_coding,JMJD6
ENSG00000070501,protein_coding,POLB
ENSG00000070540,protein_coding,WIPI1
ENSG00000070601,protein_coding,FRMPD1
ENSG00000070610,protein_coding,GBA2
ENSG00000070614,protein_coding,NDST1
ENSG00000070669,protein_coding,ASNS
ENSG00000070718,protein_coding,AP3M2
ENSG00000070729,protein_coding,CNGB1
ENSG00000070731,protein_coding,ST6GALNAC2
ENSG00000070756,protein_coding,PABPC1
ENSG00000070759,protein_coding,TESK2
ENSG00000070761,protein_coding,CFAP20
ENSG00000070770,protein_coding,CSNK2A2
ENSG00000070778,protein_coding,PTPN21
ENSG00000070785,protein_coding,EIF2B3
ENSG00000070808,protein_coding,CAMK2A
ENSG00000070814,protein_coding,TCOF1
ENSG00000070831,protein_coding,CDC42
ENSG00000070882,protein_coding,OSBPL3
ENSG00000070915,protein_coding,SLC12A3
ENSG00000070950,protein_coding,RAD18
ENSG00000070961,protein_coding,ATP2B1
ENSG00000071051,protein_coding,NCK2
ENSG00000071054,protein_coding,MAP4K4
ENSG00000071073,protein_coding,MGAT4A
ENSG00000071082,protein_coding,RPL31
ENSG00000071127,protein_coding,WDR1
ENSG00000071189,protein_coding,SNX13
ENSG00000071205,protein_coding,ARHGAP10
ENSG00000071243,protein_coding,ING3
ENSG00000071246,protein_coding,VASH1
ENSG00000071282,protein_coding,LMCD1
ENSG00000071462,protein_coding,BUD23
ENSG00000071537,protein_coding,SEL1L
ENSG00000071539,protein_coding,TRIP13
ENSG00000071553,protein_coding,ATP6AP1
ENSG00000071564,protein_coding,TCF3
ENSG00000071575,protein_coding,TRIB2
ENSG00000071626,protein_coding,DAZAP1
ENSG00000071655,protein_coding,MBD3
ENSG00000071794,protein_coding,HLTF
ENSG00000071859,protein_coding,FAM50A
ENSG00000071889,protein_coding,FAM3A
ENSG00000071894,protein_coding,CPSF1
ENSG00000071909,protein_coding,MYO3B
ENSG00000071967,protein_coding,CYBRD1
ENSG00000071991,protein_coding,CDH19
ENSG00000071994,protein_coding,PDCD2
ENSG00000072041,protein_coding,SLC6A15
ENSG00000072042,protein_coding,RDH11
ENSG00000072062,protein_coding,PRKACA
ENSG00000072071,protein_coding,ADGRL1
ENSG00000072110,protein_coding,ACTN1
ENSG00000072121,protein_coding,ZFYVE26
ENSG00000072134,protein_coding,EPN2
ENSG00000072135,protein_coding,PTPN18
ENSG00000072163,protein_coding,LIMS2
ENSG00000072182,protein_coding,ASIC4
ENSG00000072195,protein_coding,SPEG
ENSG00000072201,protein_coding,LNX1
ENSG00000072210,protein_coding,ALDH3A2
ENSG00000072274,protein_coding,TFRC
ENSG00000072310,protein_coding,SREBF1
ENSG00000072315,protein_coding,TRPC5
ENSG00000072364,protein_coding,AFF4
ENSG00000072401,protein_coding,UBE2D1
ENSG00000072415,protein_coding,MPP5
ENSG00000072422,protein_coding,RHOBTB1
ENSG00000072501,protein_coding,SMC1A
ENSG00000072506,protein_coding,HSD17B10
ENSG00000072518,protein_coding,MARK2
ENSG00000072571,protein_coding,HMMR
ENSG00000072609,protein_coding,CHFR
ENSG00000072657,protein_coding,TRHDE
ENSG00000072682,protein_coding,P4HA2
ENSG00000072694,protein_coding,FCGR2B
ENSG00000072736,protein_coding,NFATC3
ENSG00000072756,protein_coding,TRNT1
ENSG00000072778,protein_coding,ACADVL
ENSG00000072786,protein_coding,STK10
ENSG00000072803,protein_coding,FBXW11
ENSG00000072818,protein_coding,ACAP1
ENSG00000072832,protein_coding,CRMP1
ENSG00000072840,protein_coding,EVC
ENSG00000072849,protein_coding,DERL2
ENSG00000072858,protein_coding,SIDT1
ENSG00000072864,protein_coding,NDE1
ENSG00000072952,protein_coding,MRVI1
ENSG00000072954,protein_coding,TMEM38A
ENSG00000072958,protein_coding,AP1M1
ENSG00000073008,protein_coding,PVR
ENSG00000073050,protein_coding,XRCC1
ENSG00000073060,protein_coding,SCARB1
ENSG00000073146,protein_coding,MOV10L1
ENSG00000073150,protein_coding,PANX2
ENSG00000073169,protein_coding,SELENOO
ENSG00000073282,protein_coding,TP63
ENSG00000073331,protein_coding,ALPK1
ENSG00000073350,protein_coding,LLGL2
ENSG00000073417,protein_coding,PDE8A
ENSG00000073464,protein_coding,CLCN4
ENSG00000073536,protein_coding,NLE1
ENSG00000073578,protein_coding,SDHA
ENSG00000073584,protein_coding,SMARCE1
ENSG00000073605,protein_coding,GSDMB
ENSG00000073614,protein_coding,KDM5A
ENSG00000073670,protein_coding,ADAM11
ENSG00000073711,protein_coding,PPP2R3A
ENSG00000073712,protein_coding,FERMT2
ENSG00000073734,protein_coding,ABCB11
ENSG00000073756,protein_coding,PTGS2
ENSG00000073792,protein_coding,IGF2BP2
ENSG00000073803,protein_coding,MAP3K13
ENSG00000073849,protein_coding,ST6GAL1
ENSG00000073910,protein_coding,FRY
ENSG00000073921,protein_coding,PICALM
ENSG00000073969,protein_coding,NSF
ENSG00000074047,protein_coding,GLI2
ENSG00000074054,protein_coding,CLASP1
ENSG00000074071,protein_coding,MRPS34
ENSG00000074181,protein_coding,NOTCH3
ENSG00000074201,protein_coding,CLNS1A
ENSG00000074211,protein_coding,PPP2R2C
ENSG00000074266,protein_coding,EED
ENSG00000074276,protein_coding,CDHR2
ENSG00000074317,protein_coding,SNCB
ENSG00000074319,protein_coding,TSG101
ENSG00000074356,protein_coding,NCBP3
ENSG00000074410,protein_coding,CA12
ENSG00000074416,protein_coding,MGLL
ENSG00000074527,protein_coding,NTN4
ENSG00000074582,protein_coding,BCS1L
ENSG00000074590,protein_coding,NUAK1
ENSG00000074603,protein_coding,DPP8
ENSG00000074621,protein_coding,SLC24A1
ENSG00000074657,protein_coding,ZNF532
ENSG00000074660,protein_coding,SCARF1
ENSG00000074695,protein_coding,LMAN1
ENSG00000074696,protein_coding,HACD3
ENSG00000074706,protein_coding,IPCEF1
ENSG00000074755,protein_coding,ZZEF1
ENSG00000074771,protein_coding,NOX3
ENSG00000074800,protein_coding,ENO1
ENSG00000074803,protein_coding,SLC12A1
ENSG00000074842,protein_coding,MYDGF
ENSG00000074855,protein_coding,ANO8
ENSG00000074935,protein_coding,TUBE1
ENSG00000074964,protein_coding,ARHGEF10L
ENSG00000074966,protein_coding,TXK
ENSG00000075035,protein_coding,WSCD2
ENSG00000075043,protein_coding,KCNQ2
ENSG00000075089,protein_coding,ACTR6
ENSG00000075131,protein_coding,TIPIN
ENSG00000075142,protein_coding,SRI
ENSG00000075151,protein_coding,EIF4G3
ENSG00000075188,protein_coding,NUP37
ENSG00000075213,protein_coding,SEMA3A
ENSG00000075218,protein_coding,GTSE1
ENSG00000075223,protein_coding,SEMA3C
ENSG00000075234,protein_coding,TTC38
ENSG00000075239,protein_coding,ACAT1
ENSG00000075240,protein_coding,GRAMD4
ENSG00000075275,protein_coding,CELSR1
ENSG00000075292,protein_coding,ZNF638
ENSG00000075303,protein_coding,SLC25A40
ENSG00000075336,protein_coding,TIMM21
ENSG00000075340,protein_coding,ADD2
ENSG00000075391,protein_coding,RASAL2
ENSG00000075399,protein_coding,VPS9D1
ENSG00000075407,protein_coding,ZNF37A
ENSG00000075413,protein_coding,MARK3
ENSG00000075415,protein_coding,SLC25A3
ENSG00000075420,protein_coding,FNDC3B
ENSG00000075426,protein_coding,FOSL2
ENSG00000075429,protein_coding,CACNG5
ENSG00000075461,protein_coding,CACNG4
ENSG00000075539,protein_coding,FRYL
ENSG00000075568,protein_coding,TMEM131
ENSG00000075618,protein_coding,FSCN1
ENSG00000075624,protein_coding,ACTB
ENSG00000075643,protein_coding,MOCOS
ENSG00000075651,protein_coding,PLD1
ENSG00000075673,protein_coding,ATP12A
ENSG00000075702,protein_coding,WDR62
ENSG00000075711,protein_coding,DLG1
ENSG00000075785,protein_coding,RAB7A
ENSG00000075790,protein_coding,BCAP29
ENSG00000075826,protein_coding,SEC31B
ENSG00000075856,protein_coding,SART3
ENSG00000075884,protein_coding,ARHGAP15
ENSG00000075886,protein_coding,TUBA3D
ENSG00000075891,protein_coding,PAX2
